,comm_id,parent_id
780,20024268,447910
781,20025794,447896
782,20027286,447896
783,20031270,447896
784,20032256,447896
785,20020642,447806
786,20021138,20020642
787,20021314,20021138
788,20029854,20020642
789,20020950,447806
790,20022692,447806
791,20024942,447806
792,20018012,447494
793,20006700,447448
794,20006712,20006700
795,20007718,20006700
796,20007794,20007718
797,20012036,20007794
798,20013610,20012036
799,20013890,20013610
800,20028904,20013890
801,20045456,20028904
802,20046766,20045456
803,20048322,20046766
804,20006976,447448
805,20007124,20006976
806,20007442,20007124
807,20007654,20007124
808,20008032,20007654
809,20007368,447448
810,20007802,20007368
811,20011414,20007802
812,20007550,447448
813,20007716,20007550
814,20007810,20007550
815,20009356,20007810
816,20007648,447448
817,20007740,447448
818,20007834,20007740
819,20007882,20007834
820,20007898,20007882
821,20007922,20007882
822,20007968,20007922
823,20011454,20007922
824,20008158,20007834
825,20011438,20008158
826,20011554,20011438
827,20007840,20007740
828,20007924,20007840
829,20007962,20007924
830,20007994,20007962
831,20008016,20007994
832,20009344,20007840
833,20007850,20007740
834,20007944,20007850
835,20007988,20007944
836,20008270,447448
837,20008362,20008270
838,20008418,20008362
839,20015004,20008362
840,20009290,447448
841,20010148,447448
842,20012588,447448
843,20012596,20012588
844,20012630,447448
845,20015032,20012630
846,20018296,20015032
847,20020584,20012630
848,20026294,20012630
849,20012918,447448
850,20013872,447448
851,20020104,447448
852,20020128,447448
853,20023128,447448
854,20006654,447456
855,20006898,447456
856,20007050,20006898
857,20010884,20007050
858,20011170,20010884
859,20022722,20007050
860,20022818,20022722
861,20023220,20022722
862,20023962,20023220
863,20011350,20006898
864,20007072,447456
865,20007872,20007072
866,20009890,20007872
867,20010542,20009890
868,20011342,20010542
869,20011386,20011342
870,20011630,20011386
871,20007162,447456
872,20007606,447456
873,20008030,20007606
874,20015490,20008030
875,20015976,20015490
876,20007808,447456
877,20011358,20007808
878,20007822,447456
879,20009702,447456
880,20009710,447456
881,20010708,447456
882,20011500,447456
883,20016686,447456
884,20016692,20016686
885,20006642,447392
886,20009554,447392
887,20006458,447398
888,20009502,20006458
889,20004202,447286
890,20004344,20004202
891,20004610,20004344
892,20007226,20004344
893,20032736,20007226
894,20032904,20032736
895,20036250,20032904
896,20004378,20004202
897,20005544,20004378
898,20008014,20005544
899,20009552,20005544
900,20009618,20005544
901,20009842,20005544
902,20014910,20004202
903,20023872,20014910
904,20004360,447286
905,20004442,20004360
906,20004466,20004442
907,20004730,20004466
908,20004758,20004730
909,20004782,20004758
910,20004804,20004782
911,20004764,20004730
912,20005316,20004730
913,20005756,20005316
914,20008124,20005316
915,20007814,20004730
916,20004768,20004466
917,20004786,20004768
918,20004886,20004786
919,20004942,20004886
920,20005556,20004886
921,20008554,20005556
922,20008754,20008554
923,20027300,20008754
924,20009802,20004886
925,20004922,20004786
926,20005102,20004922
927,20005328,20005102
928,20005450,20005102
929,20005642,20005450
930,20006076,20005642
931,20006156,20006076
932,20006230,20005642
933,20010950,20004922
934,20005212,20004768
935,20005360,20005212
936,20006450,20005360
937,20005546,20004768
938,20012360,20005546
939,20005354,20004466
940,20005534,20005354
941,20005718,20005534
942,20019840,20004466
943,20004598,20004442
944,20005616,20004598
945,20005942,20005616
946,20006126,20005942
947,20005158,20004442
948,20004632,20004360
949,20004706,20004632
950,20004738,20004632
951,20004744,20004632
952,20004822,20004744
953,20006374,20004744
954,20007630,20004744
955,20010240,20004744
956,20011602,20010240
957,20005500,20004632
958,20006610,20005500
959,20008790,20006610
960,20010634,20008790
961,20005602,20004360
962,20011996,20005602
963,20014086,20011996
964,20014218,20011996
965,20017818,20014218
966,20005810,20004360
967,20004434,447286
968,20004934,20004434
969,20011858,20004934
970,20004486,447286
971,20012010,20004486
972,20015714,20012010
973,20161832,20015714
974,20004734,447286
975,20004736,20004734
976,20004770,20004736
977,20004844,20004770
978,20004774,447286
979,20004976,20004774
980,20005518,20004976
981,20006988,20004976
982,20007738,20004976
983,20007742,20004774
984,20011844,20007742
985,20018100,20011844
986,20004784,447286
987,20004856,20004784
988,20004972,447286
989,20005040,447286
990,20006918,20005040
991,20005110,447286
992,20005228,20005110
993,20014922,20005110
994,20014976,20014922
995,20005414,447286
996,20005686,20005414
997,20008718,20005686
998,20012372,20008718
999,20015568,20008718
1000,20017852,20015568
1001,20008230,20005816
1002,20013590,20005816
1003,20007552,20005414
1004,20007852,20007552
1005,20017842,20005414
1006,20005640,447286
1007,20006946,20005640
1008,20008390,20006946
1009,20007556,20005640
1010,20008728,20005640
1011,20008758,20008728
1012,20008922,20008758
1013,20009124,20008758
1014,20010120,20009124
1015,20010298,20010120
1016,20005652,447286
1017,20005680,447286
1018,20009828,20005680
1019,20010024,20009828
1020,20010142,20010024
1021,20010238,20010142
1022,20010402,20010238
1023,20006250,447286
1024,20006416,447286
1025,20009046,20006416
1026,20010096,20006416
1027,20011878,20010096
1028,20013686,20011878
1029,20007562,447286
1030,20008066,20007562
1031,20007570,447286
1032,20007926,447286
1033,20008004,20007926
1034,20008020,20008004
1035,20008054,20008020
1036,20008084,20008054
1037,20008122,20008084
1038,20008176,20008122
1039,20008582,20008176
1040,20010562,20007926
1041,20008082,447286
1042,20015026,20008082
1043,20015392,20015026
1044,20016638,20015392
1045,20092004,20015026
1046,20008300,447286
1047,20008686,447286
1048,20008876,447286
1049,20009024,447286
1050,20010304,20009024
1051,20009088,447286
1052,20009202,447286
1053,20011006,20009202
1054,20022694,20011006
1055,20009590,447286
1056,20014224,20009590
1057,20010132,447286
1058,20010190,20010132
1059,20010206,20010132
1060,20010290,20010132
1061,20010428,20010132
1062,20010956,20010132
1063,20011232,20010956
1064,20011888,20010132
1065,20012142,447286
1066,20014478,20012142
1067,20017868,20012142
1068,20003952,447376
1069,20010014,447376
1070,20004604,447190
1071,20005218,20004604
1072,20005216,447190
1073,20005412,20005216
1074,20005508,20005412
1075,20005730,20005508
1076,20006400,20005508
1077,20006406,20006400
1078,20009116,20006406
1079,20010592,20005216
1080,20005478,447190
1081,20005832,20005478
1082,20008098,447190
1083,20009102,20008098
1084,20008666,447190
1085,20009004,20008666
1086,20010732,20009004
1087,20009038,20008666
1088,20009300,447190
1089,20009448,20009300
1090,20010208,20009448
1091,19998994,447186
1092,20004444,447186
1093,20007092,447186
1094,20059052,20007092
1095,19995568,447094
1096,19995886,447094
1097,19995980,19995886
1098,19996020,19995980
1099,19996044,19996020
1100,19996054,19996044
1101,19996148,19996054
1102,19996070,19995980
1103,19996164,19995980
1104,19995964,447094
1105,19995994,19995964
1106,19996004,19995994
1107,19996014,19995964
1108,19996040,19996014
1109,19996366,447094
1110,19997156,19996366
1111,19997954,19996366
1112,19998584,19997954
1113,19997998,447094
1114,20000542,19997998
1115,20002078,20000542
1116,19984584,446150
1117,19985344,19984584
1118,19985432,19985344
1119,19984696,446150
1120,19985352,19984696
1121,19986710,19985352
1122,19985786,446150
1123,19986214,19985786
1124,19986414,446150
1125,19989492,19986414
1126,19989708,19989492
1127,19989980,19989492
1128,19990140,19989980
1129,19990540,19990140
1130,19982150,446660
1131,19982846,19982150
1132,19983058,19982846
1133,19983250,19982846
1134,19982818,446660
1135,19983280,446660
1136,19983734,19983280
1137,19983328,446660
1138,19984598,19983328
1139,19985870,446660
1140,19980640,446656
1141,19980890,19980640
1142,19981064,19980782
1143,19981360,19980782
1144,19981932,19981360
1145,19983356,19981360
1146,19980846,446656
1147,19981010,446656
1148,19981152,446656
1149,19981406,19981152
1150,19981504,446656
1151,19981756,19981504
1152,19981528,446656
1153,19981726,19981528
1154,19984424,19981726
1155,19981658,446656
1156,19981674,19981658
1157,19984504,19981658
1158,19981738,446656
1159,19982158,446656
1160,19983210,19982158
1161,19983274,19983210
1162,19983290,19983274
1163,19984610,446656
1164,19984828,446656
1165,19985746,446656
1166,19986832,19985746
1167,19989432,19986832
1168,20043088,19986832
1169,19978368,446554
1170,19978770,446554
1171,19979478,446554
1172,19979660,19979478
1173,19980246,19979660
1174,19992592,19979660
1175,19980694,19979478
1176,19981394,446554
1177,19982522,19981394
1178,19981808,446554
1179,19982488,19981808
1180,19982486,446554
1181,19982528,19982486
1182,19983958,446554
1183,19983968,19983958
1184,19984226,446554
1185,19984612,19984226
1186,19976328,446530
1187,19976432,446530
1188,19977112,446530
1189,19977896,19977112
1190,19978078,19977112
1191,19982964,19977112
1192,20045172,19977112
1193,19977882,446530
1194,19978362,446530
1195,19979896,446530
1196,19981750,19979896
1197,19980800,446530
1198,19975442,446038
1199,19977692,19975442
1200,19978646,19977692
1201,19978792,19978646
1202,19976508,446038
1203,19977190,446038
1204,19977274,446038
1205,19977314,446038
1206,19977856,446038
1207,19978846,446038
1208,19978850,19978846
1209,19979636,19978846
1210,19979736,19979636
1211,19981606,446038
1212,19981612,19981606
1213,19981836,446038
1214,20036660,19981836
1215,19997252,446038
1216,19974408,445972
1217,19975492,445972
1218,19976704,445972
1219,19977132,445972
1220,19979930,19977132
1221,19977914,445972
1222,19978476,445972
1223,19982376,19978476
1224,19982918,19978476
1225,19983028,19982918
1226,20089768,19978476
1227,20089908,20089768
1228,19979296,445972
1229,19979936,19979296
1230,19980330,445972
1231,19970528,446280
1232,19973788,445354
1233,19974232,19973788
1234,19974648,445354
1235,19975396,19974648
1236,19974702,445354
1237,19968592,446228
1238,19968994,19968592
1239,19969458,19968994
1240,19968846,446228
1241,19969364,19968846
1242,19969534,446228
1243,19967580,446176
1244,19971750,19967580
1245,19974638,19971750
1246,19967590,446176
1247,19967604,446176
1248,19967630,446176
1249,19967800,446176
1250,19967844,446176
1251,19967866,19967844
1252,19969226,19967844
1253,19969422,19969226
1254,19967900,446176
1255,19968970,446176
1256,19969718,446176
1257,19955656,445778
1258,19956738,19955656
1259,19969430,445748
1260,19969554,19969430
1261,19999000,445748
1262,19999004,19999000
1263,20059422,19999000
1264,20059580,20059422
1265,20059712,20059580
1266,20059772,20059712
1267,20059782,20059772
1268,19953514,443164
1269,19953534,19953514
1270,19953544,19953534
1271,19953600,19953534
1272,19953578,19953514
1273,19953752,19953578
1274,19954894,443164
1275,19955328,19954894
1276,19959954,445530
1277,19957292,445516
1278,19957798,19957292
1279,19958942,19957798
1280,19976368,19957798
1281,19945754,445420
1282,19946778,19945754
1283,19950036,19946778
1284,19973070,19950036
1285,19947000,19945754
1286,19947202,19945754
1287,19948418,19945754
1288,19946262,445420
1289,19946272,19946262
1290,19946574,19946272
1291,19946690,19946272
1292,19950800,19946690
1293,19952380,19950800
1294,19952574,19952380
1295,19953760,19952380
1296,19952544,19950800
1297,19952640,19952544
1298,19952678,19952640
1299,20031620,19952678
1300,19953986,19950800
1301,19961480,19953986
1302,19961516,19961480
1303,19946310,445420
1304,19946562,19946310
1305,19946730,19946562
1306,19946986,19946730
1307,19950768,19946986
1308,19953744,19950768
1309,19951848,19946730
1310,19952058,19951848
1311,19952516,19952058
1312,19950808,19946310
1313,19952920,19950808
1314,19952948,19952920
1315,19954152,19952920
1316,19955020,19954152
1317,19955344,19954152
1318,19955768,19955344
1319,19956210,19955768
1320,19956380,19956210
1321,19957426,19956380
1322,19957488,19957426
1323,19958414,19957488
1324,19959042,19958414
1325,19956412,19955768
1326,19956648,19956412
1327,19956724,19956648
1328,19956808,19956724
1329,19956834,19956808
1330,19959618,19956834
1331,19960286,19959618
1332,19960520,19960286
1333,19960558,19960520
1334,19960766,19960558
1335,19961924,19960766
1336,19962322,19961924
1337,19962368,19962322
1338,19962402,19962368
1339,19962460,19962402
1340,19962522,19962460
1341,19962530,19962522
1342,19962748,19962530
1343,19962766,19962748
1344,19962820,19962766
1345,19962972,19962820
1346,19946352,445420
1347,19961578,19946352
1348,19946628,445420
1349,19946698,19946628
1350,19946796,19946698
1351,19946836,19946796
1352,19947066,19946836
1353,19947198,19947066
1354,19947428,19947198
1355,19948274,19947428
1356,19949306,19948274
1357,19955238,19949306
1358,19956012,19955238
1359,19956316,19956012
1360,19947948,19947198
1361,19949186,19947198
1362,19946924,19946796
1363,19947070,19946924
1364,19947380,19946698
1365,19947492,19947380
1366,19947988,19947492
1367,19948818,19947492
1368,19962094,19948818
1369,19962138,19962094
1370,19962384,19962138
1371,19949242,19947492
1372,19948110,19947380
1373,19948648,19948110
1374,19948824,19948648
1375,19949270,19948824
1376,19954200,19949270
1377,19950882,19948824
1378,19954246,19950882
1379,19948234,19947380
1380,19948670,19948234
1381,19948900,19948670
1382,19949216,19948900
1383,19949320,19949216
1384,19949370,19949320
1385,19949864,19949370
1386,19949902,19949370
1387,19954290,19949902
1388,19949752,19949320
1389,19952894,19949752
1390,19947412,19946698
1391,19948194,19947412
1392,19948786,19948194
1393,19948980,19948786
1394,19949262,19948980
1395,19949592,19949262
